resume_text,skills_count,keywords_count,format_score,experience_years,education_score,selected
"Time Management, Leadership, JavaScript, SQL, Big Data, Java, Machine Learning, C++, Creativity, Problem-Solving",10,2,8,9,9,1
"Project Management, Problem-Solving, Deep Learning, JavaScript, AI",5,1,6,20,9,1
"Java, Time Management, Python, Machine Learning, Data Science, Cloud Computing, Leadership, Big Data, Communication, Problem-Solving",10,4,6,2,9,1
"CSS, AI, Creativity, Cloud Computing, Data Science",5,2,10,17,9,1
"CSS, Machine Learning, Leadership, C++, Python, Project Management, Big Data, AI",8,4,10,6,5,1
"Java, Data Science, Communication, Project Management, Machine Learning",5,2,9,10,7,1
"Adaptability, Communication, Project Management, AI, HTML, Big Data",6,1,9,1,7,0
"Machine Learning, Leadership, AI, Teamwork, Communication, Java, Problem-Solving, Cloud Computing",8,3,5,9,7,1
"Cloud Computing, Adaptability, Teamwork, Leadership, Big Data, C++",6,1,6,19,5,1
"Big Data, Leadership, AI, Creativity, Deep Learning, Python, Teamwork, HTML",8,3,9,19,5,1
"Problem-Solving, C++, Cloud Computing, Time Management, Data Science, Java, Leadership, Creativity",8,2,8,18,9,1
"Communication, Leadership, Python, JavaScript, Problem-Solving",5,2,7,15,10,1
"Java, Python, Adaptability, Problem-Solving, CSS, Data Science, SQL",7,2,6,8,7,1
"Time Management, Creativity, Project Management, Leadership, Machine Learning",5,2,5,20,10,1
"Data Science, SQL, Communication, Python, Teamwork, JavaScript, Cloud Computing",7,2,10,20,9,1
"SQL, Big Data, Leadership, JavaScript, HTML",5,1,6,10,9,1
"AI, Project Management, CSS, Leadership, Cloud Computing, Data Science, Adaptability",7,3,5,2,5,0
"JavaScript, Cloud Computing, Problem-Solving, Adaptability, Deep Learning, Machine Learning, Time Management",7,1,7,10,7,1
"Project Management, Leadership, Problem-Solving, Java, JavaScript, Communication",6,1,9,11,10,1
"Data Science, Cloud Computing, Python, Machine Learning, JavaScript",5,3,5,4,10,1
"C++, Creativity, Machine Learning, Communication, Big Data, Time Management",6,1,6,4,7,0
"CSS, Data Science, Java, Problem-Solving, Big Data, Project Management, Time Management, Machine Learning, HTML, Adaptability",10,2,8,4,9,1
"Big Data, Java, Communication, Machine Learning, JavaScript, Teamwork, Leadership, Python, Deep Learning, Data Science",10,4,10,9,10,1
"Java, C++, Data Science, Machine Learning, Adaptability",5,2,9,4,9,1
"Leadership, Java, Communication, Project Management, SQL, JavaScript, Problem-Solving",7,1,6,18,10,1
"HTML, Leadership, Data Science, Adaptability, Problem-Solving",5,2,5,8,9,1
"HTML, AI, Python, Teamwork, SQL, JavaScript, Leadership, Project Management, Big Data, Machine Learning",10,4,6,6,5,1
"Adaptability, Project Management, Data Science, Problem-Solving, Cloud Computing, Communication, Time Management, Deep Learning",8,1,7,7,10,1
"Teamwork, Communication, Leadership, JavaScript, Machine Learning, Creativity, Java, C++",8,2,5,12,5,1
"Data Science, AI, Adaptability, Project Management, Deep Learning, SQL, HTML, Java",8,2,10,4,10,1
"AI, Deep Learning, Teamwork, Machine Learning, C++, Python, HTML, Data Science, Creativity",9,4,8,15,10,1
"Communication, Deep Learning, Adaptability, Project Management, Creativity, Java",6,0,7,11,5,1
"Adaptability, CSS, Python, Problem-Solving, Deep Learning, Leadership, HTML, JavaScript, SQL",9,2,9,14,9,1
"Leadership, Python, Deep Learning, Machine Learning, C++, SQL, Problem-Solving, Data Science, Teamwork",9,4,5,0,10,1
"SQL, Leadership, Adaptability, CSS, Communication, Big Data, Machine Learning, Java, Cloud Computing",9,2,6,4,5,0
"Problem-Solving, Python, Leadership, Java, SQL, HTML, Data Science, AI, Big Data, Time Management",10,4,10,13,9,1
"AI, Python, CSS, Java, Teamwork, Cloud Computing, Time Management",7,2,10,18,9,1
"Teamwork, Data Science, HTML, Creativity, JavaScript, Communication, Machine Learning, Project Management",8,2,8,17,7,1
"AI, HTML, Cloud Computing, Leadership, Problem-Solving, SQL, Project Management",7,2,5,6,5,0
"Big Data, Teamwork, C++, Machine Learning, AI, Adaptability, Cloud Computing",7,2,5,0,5,0
"HTML, SQL, Creativity, Communication, AI, Deep Learning, Project Management, Data Science, JavaScript",9,2,5,14,7,1
"Teamwork, HTML, SQL, Creativity, Data Science",5,1,8,0,5,0
"Adaptability, C++, Machine Learning, Data Science, Cloud Computing, JavaScript, Big Data",7,2,9,15,10,1
"Cloud Computing, AI, CSS, Big Data, HTML, SQL, Communication, Project Management",8,1,7,15,7,1
"HTML, Cloud Computing, CSS, Problem-Solving, Leadership, Big Data, Deep Learning, Adaptability",8,1,10,6,7,1
"Java, C++, CSS, Python, AI, Big Data, Cloud Computing, SQL, HTML",9,2,6,3,7,1
"Teamwork, AI, Cloud Computing, Big Data, Leadership, SQL, Deep Learning",7,2,10,11,5,1
"Creativity, Data Science, Java, AI, SQL, Big Data",6,2,7,17,7,1
"Cloud Computing, C++, JavaScript, Python, Big Data, Project Management, HTML",7,1,10,12,5,1
"Deep Learning, Teamwork, Machine Learning, Project Management, Time Management, HTML, Big Data, CSS",8,1,5,19,9,1
"Java, Deep Learning, C++, Communication, AI",5,1,6,20,7,1
"C++, Machine Learning, Leadership, Communication, Java",5,2,7,6,10,1
"JavaScript, HTML, Java, SQL, CSS",5,0,5,18,9,1
"Time Management, JavaScript, C++, Data Science, Cloud Computing, Machine Learning, HTML",7,2,9,8,5,1
"AI, Leadership, Problem-Solving, CSS, HTML, SQL",6,2,5,15,10,1
"Leadership, Problem-Solving, JavaScript, Machine Learning, Python, Communication, Creativity, Data Science, Cloud Computing",9,4,9,17,5,1
"C++, Leadership, Communication, Project Management, SQL",5,1,10,16,7,1
"Big Data, Communication, Java, HTML, Time Management, Cloud Computing, Leadership",7,1,8,20,7,1
"AI, Communication, Problem-Solving, Leadership, Time Management, Teamwork, JavaScript, Project Management, Java, Data Science",10,3,5,7,5,1
"Adaptability, Time Management, Project Management, Python, Creativity, JavaScript",6,1,7,7,5,1
"Big Data, JavaScript, Adaptability, Data Science, Communication",5,1,10,7,9,1
"C++, Cloud Computing, Deep Learning, HTML, Project Management, Communication",6,0,9,13,7,1
"Adaptability, Data Science, C++, Communication, CSS, Python, Deep Learning, JavaScript",8,2,7,2,9,1
"HTML, Creativity, Data Science, Time Management, Project Management, Java, Teamwork, SQL, Problem-Solving, Machine Learning",10,2,5,13,7,1
"Leadership, HTML, Teamwork, Problem-Solving, CSS, Communication, Big Data",7,1,5,18,10,1
"Java, Problem-Solving, SQL, Creativity, Data Science, Deep Learning, Adaptability, C++, CSS, Machine Learning",10,2,7,13,7,1
"Leadership, Big Data, Adaptability, Problem-Solving, Java, SQL",6,1,8,13,9,1
"Project Management, Creativity, AI, Communication, Python, Big Data, Problem-Solving",7,2,10,9,9,1
"JavaScript, C++, CSS, Problem-Solving, HTML",5,0,8,20,9,1
"Data Science, C++, Cloud Computing, HTML, Leadership, Python, JavaScript, CSS",8,3,7,1,9,1
"Adaptability, Leadership, Machine Learning, AI, Big Data",5,3,9,6,9,1
"Time Management, CSS, HTML, Problem-Solving, AI",5,1,9,15,10,1
"HTML, AI, Java, Python, Deep Learning, Adaptability, Big Data, Machine Learning, C++",9,3,8,8,9,1
"Java, Teamwork, Problem-Solving, Python, Big Data, Deep Learning, Time Management, Project Management",8,1,8,2,5,0
"Big Data, HTML, Java, C++, Cloud Computing, Problem-Solving, AI, SQL, CSS, Python",10,2,6,15,10,1
"Teamwork, C++, Leadership, Deep Learning, Java, Adaptability, Data Science",7,2,5,16,5,1
"AI, Machine Learning, Leadership, Adaptability, Cloud Computing, Data Science, Time Management",7,4,6,20,10,1
"Big Data, AI, Data Science, Cloud Computing, Creativity, Machine Learning",6,3,9,1,9,1
"Data Science, Python, HTML, Time Management, SQL",5,2,10,3,5,0
"JavaScript, Project Management, Time Management, Java, C++, Deep Learning",6,0,6,9,9,1
"Data Science, Project Management, Adaptability, AI, Teamwork",5,2,9,19,10,1
"Communication, Leadership, Python, Cloud Computing, Data Science, Deep Learning, AI, HTML, SQL",9,4,9,3,7,1
"Creativity, C++, CSS, Problem-Solving, Data Science, Deep Learning, Communication, Java, Cloud Computing",9,1,5,11,5,1
"CSS, JavaScript, Java, Teamwork, Cloud Computing, Communication, AI",7,1,6,19,10,1
"Adaptability, Teamwork, Python, CSS, Time Management, Communication, SQL, Java, Leadership, Project Management",10,2,7,1,10,1
"Cloud Computing, Problem-Solving, Communication, JavaScript, C++, Teamwork, Python",7,1,7,4,9,1
"Project Management, HTML, Time Management, Big Data, Problem-Solving",5,0,5,6,9,1
"Adaptability, HTML, Creativity, Teamwork, SQL, Project Management, C++",7,0,6,10,7,1
"C++, HTML, Teamwork, Deep Learning, JavaScript, Communication",6,0,9,14,5,1
"Python, Data Science, Teamwork, CSS, Communication, SQL, Cloud Computing, Time Management, Machine Learning",9,3,6,18,9,1
"SQL, Data Science, Big Data, Java, CSS, Project Management, Cloud Computing, Communication, Adaptability",9,1,9,12,5,1
"CSS, JavaScript, HTML, Big Data, Deep Learning",5,0,7,0,9,0
"Project Management, SQL, C++, Machine Learning, Adaptability, Teamwork, Problem-Solving, AI, JavaScript, Java",10,2,9,12,7,1
"AI, Deep Learning, Leadership, Java, Problem-Solving",5,2,9,3,9,1
"Project Management, Data Science, Creativity, Adaptability, Time Management, SQL",6,1,7,9,5,1
"CSS, Big Data, Python, Cloud Computing, Communication, Java, JavaScript, Data Science",8,2,5,14,7,1
"Problem-Solving, Leadership, CSS, AI, Teamwork, HTML, Machine Learning, Cloud Computing, Creativity, Project Management",10,3,7,14,10,1
"Project Management, Cloud Computing, CSS, Python, Data Science",5,2,5,1,7,0
"Communication, Project Management, Adaptability, JavaScript, Deep Learning, CSS, Big Data, Teamwork",8,0,5,13,7,1
"Problem-Solving, Python, Time Management, Creativity, Leadership, JavaScript, Big Data, Java",8,2,7,12,10,1
"Cloud Computing, Java, SQL, HTML, C++, Teamwork, Creativity",7,0,7,0,9,0
"Deep Learning, Leadership, Communication, Java, Big Data, JavaScript",6,1,6,1,9,0
"Python, Cloud Computing, Problem-Solving, Teamwork, Project Management, HTML, Time Management, Deep Learning, SQL",9,1,7,0,7,0
"JavaScript, C++, Data Science, SQL, AI, Teamwork, Problem-Solving, Python, Project Management, Cloud Computing",10,3,7,3,9,1
"Problem-Solving, Leadership, Java, Communication, Creativity, Project Management, Big Data, CSS, JavaScript",9,1,7,1,9,1
"JavaScript, Machine Learning, Creativity, Cloud Computing, AI, Data Science, Communication, Java, SQL, Big Data",10,3,9,17,7,1
"Creativity, Adaptability, Time Management, JavaScript, Deep Learning, Cloud Computing",6,0,6,16,7,1
"Time Management, CSS, Creativity, Machine Learning, Deep Learning, Cloud Computing, JavaScript",7,1,9,13,10,1
"Project Management, Big Data, Python, Problem-Solving, SQL, Machine Learning, Creativity",7,2,9,8,9,1
"Python, Teamwork, JavaScript, Cloud Computing, Problem-Solving",5,1,7,3,5,0
"AI, Big Data, Deep Learning, Java, HTML, Communication, SQL",7,1,7,20,5,1
"Data Science, JavaScript, HTML, CSS, Machine Learning, SQL, Communication, Time Management, Problem-Solving",9,2,10,2,10,1
"Project Management, Communication, C++, Java, Machine Learning, CSS, HTML",7,1,10,2,10,1
"Deep Learning, HTML, Communication, CSS, JavaScript, AI, Leadership, Project Management",8,2,10,8,7,1
"Problem-Solving, JavaScript, Python, Adaptability, Creativity, Java, Data Science, HTML, Leadership",9,3,9,19,5,1
"Problem-Solving, Java, Deep Learning, Project Management, Data Science, Creativity, Adaptability, Communication, Machine Learning, AI",10,3,8,6,5,1
"JavaScript, Project Management, Communication, Java, SQL, Big Data, Leadership, Problem-Solving, Machine Learning",9,2,8,11,9,1
"CSS, HTML, Python, Teamwork, SQL, Project Management, Deep Learning, JavaScript",8,1,5,4,10,1
"Python, Leadership, Cloud Computing, Machine Learning, Problem-Solving",5,3,8,14,9,1
"AI, Teamwork, HTML, Java, Communication, Project Management, Deep Learning",7,1,6,2,7,0
"Data Science, SQL, HTML, Creativity, Big Data, CSS",6,1,5,7,10,1
"Time Management, AI, Project Management, HTML, Data Science, Adaptability, Python",7,3,9,0,7,0
"Java, Big Data, SQL, Time Management, Problem-Solving, Leadership, JavaScript, Creativity",8,1,5,12,5,1
"Time Management, Adaptability, JavaScript, Data Science, Teamwork, Deep Learning, Creativity, Cloud Computing, HTML, C++",10,1,10,5,5,1
"Big Data, Creativity, JavaScript, Data Science, Cloud Computing, Communication",6,1,6,14,10,1
"CSS, Creativity, Python, Data Science, Java, SQL, HTML, Deep Learning",8,2,9,15,9,1
"SQL, Project Management, CSS, Leadership, Big Data",5,1,5,13,7,1
"SQL, Cloud Computing, Python, Teamwork, JavaScript, Leadership, Creativity",7,2,7,3,10,1
"Python, Cloud Computing, Data Science, Teamwork, CSS, Big Data, Machine Learning, Project Management",8,3,9,20,10,1
"Java, AI, CSS, JavaScript, Communication, HTML",6,1,9,19,10,1
"Time Management, Communication, Cloud Computing, Java, Leadership, Data Science, CSS, HTML, AI, Problem-Solving",10,3,7,14,10,1
"Adaptability, HTML, CSS, SQL, Data Science, Time Management, JavaScript, AI, Machine Learning, Big Data",10,3,5,2,10,1
"Project Management, SQL, Deep Learning, CSS, Teamwork, Big Data",6,0,8,15,9,1
"Data Science, Problem-Solving, Time Management, Python, CSS",5,2,9,16,9,1
"SQL, Creativity, Leadership, Project Management, JavaScript, Teamwork, CSS, Time Management, Deep Learning",9,1,8,5,7,1
"C++, Java, Leadership, Cloud Computing, Python",5,2,10,10,7,1
"Cloud Computing, Java, Deep Learning, Teamwork, Machine Learning, Data Science, Time Management",7,2,5,18,5,1
"Data Science, Creativity, AI, Deep Learning, Project Management, Leadership, C++, Teamwork, Communication, JavaScript",10,3,8,0,7,0
"C++, HTML, Teamwork, Java, Data Science, JavaScript, Communication, Deep Learning, Problem-Solving, Time Management",10,1,8,13,7,1
"Leadership, Data Science, Time Management, HTML, AI, C++, Creativity",7,3,10,14,9,1
"Leadership, JavaScript, CSS, Communication, Project Management, Data Science, Big Data, AI, Teamwork",9,3,7,10,10,1
"Big Data, Time Management, Teamwork, Python, Deep Learning, AI, Leadership",7,3,6,9,7,1
"C++, Deep Learning, CSS, Problem-Solving, Time Management, Project Management, Communication, Java, Adaptability, Teamwork",10,0,6,7,5,1
"Leadership, C++, Cloud Computing, CSS, Deep Learning, Communication, Python, AI, Project Management, SQL",10,3,7,7,10,1
"Leadership, Time Management, JavaScript, Teamwork, Machine Learning, Big Data, HTML, Communication, CSS",9,2,9,11,7,1
"Data Science, Project Management, Leadership, Cloud Computing, Machine Learning, SQL, Teamwork",7,3,10,14,10,1
"CSS, C++, SQL, Python, Communication, Leadership, Machine Learning, HTML",8,3,6,14,9,1
"Time Management, Problem-Solving, CSS, Creativity, Project Management, JavaScript, Adaptability, HTML",8,0,5,16,5,1
"C++, Time Management, SQL, AI, Problem-Solving, Teamwork",6,1,9,15,9,1
"CSS, Adaptability, Creativity, Teamwork, Problem-Solving, Big Data, JavaScript, Deep Learning, HTML",9,0,9,5,9,1
"Project Management, CSS, Creativity, C++, Leadership, Adaptability, SQL, Teamwork, AI, Java",10,2,8,11,9,1
"CSS, Problem-Solving, Deep Learning, Cloud Computing, Leadership, Teamwork",6,1,6,2,9,0
"Deep Learning, Teamwork, Problem-Solving, Python, Time Management",5,1,7,7,10,1
"Data Science, AI, C++, Project Management, Python, Machine Learning, CSS, JavaScript, Adaptability, Time Management",10,4,7,15,9,1
"Deep Learning, C++, Java, HTML, SQL, Python, AI, Problem-Solving",8,2,9,17,7,1
"SQL, Project Management, Data Science, JavaScript, CSS",5,1,6,11,9,1
"Leadership, CSS, C++, Deep Learning, Machine Learning, AI",6,3,6,8,7,1
"CSS, Creativity, Adaptability, SQL, C++, Deep Learning, Machine Learning, Java",8,1,8,20,7,1
"AI, Leadership, Teamwork, Big Data, Time Management",5,2,5,0,7,0
"Communication, C++, CSS, Adaptability, Deep Learning, Machine Learning, SQL, Java",8,1,8,14,9,1
"Adaptability, Machine Learning, AI, Data Science, SQL, CSS, C++",7,3,8,1,5,0
"Deep Learning, Time Management, Leadership, Project Management, HTML, Adaptability, SQL",7,1,5,2,7,0
"Cloud Computing, Communication, Java, Machine Learning, Creativity, Time Management, Data Science, Problem-Solving",8,2,8,9,9,1
"Teamwork, Deep Learning, Leadership, AI, C++, Python, Cloud Computing, Time Management, Machine Learning",9,4,6,10,9,1
"AI, CSS, Problem-Solving, Data Science, Big Data",5,2,10,18,7,1
"Leadership, JavaScript, Data Science, CSS, HTML, Project Management, Big Data, Deep Learning, SQL",9,2,5,9,7,1
"Time Management, Deep Learning, AI, Communication, Python, Teamwork, Cloud Computing, Data Science, Creativity, Problem-Solving",10,3,9,2,10,1
"Python, C++, Machine Learning, Problem-Solving, Deep Learning, SQL, Adaptability, Creativity",8,2,8,8,5,1
"Communication, AI, Problem-Solving, Teamwork, Data Science, Leadership, Machine Learning, Time Management",8,4,7,15,7,1
"AI, Data Science, Big Data, Cloud Computing, Deep Learning, Leadership",6,3,5,12,7,1
"Creativity, Big Data, Adaptability, JavaScript, Problem-Solving, Python, Teamwork, Leadership, Communication, Java",10,2,6,14,10,1
"Deep Learning, Adaptability, Data Science, Project Management, Java, Teamwork, Leadership, Creativity, Cloud Computing",9,2,5,14,10,1
"Cloud Computing, JavaScript, Communication, Data Science, Big Data, Project Management, Machine Learning, Java",8,2,10,4,5,1
"Deep Learning, Creativity, Project Management, JavaScript, Java, Data Science, Machine Learning",7,2,6,9,9,1
"Time Management, Problem-Solving, HTML, JavaScript, Deep Learning, Python, Teamwork, Project Management, Big Data, Adaptability",10,1,10,20,7,1
"Leadership, Python, Adaptability, Java, Communication, Teamwork, HTML, Big Data, Cloud Computing",9,2,9,9,9,1
"Big Data, Java, Python, Communication, Adaptability, C++, Data Science, Time Management, SQL",9,2,6,9,9,1
"Python, Cloud Computing, Teamwork, Machine Learning, Leadership, Communication, Creativity",7,3,7,16,9,1
"Data Science, Time Management, Teamwork, SQL, AI",5,2,10,7,10,1
"Machine Learning, Creativity, Time Management, Python, Leadership, AI",6,4,7,12,9,1
"HTML, Data Science, CSS, Leadership, Machine Learning, Communication, Teamwork",7,3,9,2,5,0
"Python, Communication, Data Science, Machine Learning, Java, Project Management",6,3,8,5,7,1
"Data Science, Teamwork, Python, Big Data, C++, Project Management",6,2,5,18,9,1
"Big Data, Data Science, Java, CSS, Leadership, Time Management, Python",7,3,8,6,7,1
"HTML, Java, AI, Problem-Solving, Machine Learning, Big Data",6,2,9,3,10,1
"Time Management, Teamwork, JavaScript, C++, Machine Learning, AI, Leadership, Cloud Computing, Project Management, Communication",10,3,10,0,7,1
"Communication, Leadership, SQL, AI, CSS, Adaptability, Big Data, Teamwork",8,2,8,20,5,1
"AI, Java, Adaptability, Time Management, Teamwork",5,1,5,4,9,1
"Deep Learning, Problem-Solving, Teamwork, Leadership, C++, Cloud Computing, Machine Learning",7,2,10,10,7,1
"Creativity, Big Data, HTML, SQL, Deep Learning",5,0,8,14,10,1
"Big Data, CSS, Java, Time Management, Python",5,1,10,18,9,1
"C++, Teamwork, Machine Learning, JavaScript, Cloud Computing, AI",6,2,6,11,9,1
"Time Management, Data Science, HTML, Big Data, Creativity, Java, Teamwork, C++, Project Management, Deep Learning",10,1,7,14,5,1
"Problem-Solving, JavaScript, Creativity, Deep Learning, AI",5,1,5,19,7,1
"Python, SQL, Java, Cloud Computing, Machine Learning, Data Science, Communication",7,3,9,3,5,0
"Deep Learning, AI, Communication, CSS, Project Management, Java, JavaScript, Python",8,2,6,6,7,1
"C++, HTML, AI, Deep Learning, Python, Project Management, Time Management",7,2,8,15,9,1
"Project Management, JavaScript, HTML, Communication, Creativity, CSS",6,0,9,5,10,1
"Machine Learning, Cloud Computing, AI, Problem-Solving, C++, Communication, Creativity, Python",8,3,9,6,7,1
"Leadership, Project Management, Creativity, Python, AI, Java, Machine Learning, Big Data, Adaptability",9,4,10,15,9,1
"Big Data, Project Management, Java, Deep Learning, Data Science, Problem-Solving",6,1,8,1,9,0
"Leadership, Big Data, Project Management, Communication, Java, SQL",6,1,7,20,7,1
"Creativity, Leadership, Big Data, Adaptability, Java, Machine Learning, Time Management, Cloud Computing, Communication",9,2,10,19,5,1
"JavaScript, Python, CSS, Project Management, Problem-Solving, Machine Learning, C++, Teamwork, Time Management",9,2,6,12,10,1
"CSS, HTML, C++, Data Science, Big Data, Communication, Deep Learning, JavaScript, Adaptability, AI",10,2,7,0,7,0
"Big Data, Adaptability, Deep Learning, Java, SQL, Machine Learning, CSS, Communication",8,1,9,12,10,1
"Communication, Data Science, Deep Learning, Cloud Computing, AI, Leadership, Java, Project Management",8,3,7,20,7,1
"Teamwork, Problem-Solving, Leadership, Data Science, SQL, CSS",6,2,5,19,7,1
"C++, Time Management, Problem-Solving, Python, Adaptability, AI, Creativity, JavaScript",8,2,9,15,5,1
"Deep Learning, Python, Leadership, SQL, Project Management, JavaScript, Adaptability, AI, Problem-Solving",9,3,8,3,9,1
"Big Data, Java, Teamwork, AI, SQL, Time Management, CSS, Cloud Computing",8,1,8,19,10,1
"CSS, Python, Adaptability, Cloud Computing, Teamwork",5,1,8,3,10,1
"Cloud Computing, CSS, Deep Learning, Time Management, Machine Learning, Leadership",6,2,8,14,10,1
"Leadership, Communication, Time Management, CSS, HTML",5,1,6,15,9,1
"HTML, Data Science, Big Data, Adaptability, SQL, CSS, Leadership, AI",8,3,7,9,9,1
"HTML, Java, C++, CSS, Problem-Solving, JavaScript, Cloud Computing",7,0,7,14,9,1
"Big Data, Java, Project Management, Cloud Computing, CSS",5,0,7,5,7,0
"Data Science, Time Management, Creativity, Deep Learning, JavaScript, SQL, Python, Teamwork, Leadership, C++",10,3,9,2,10,1
"C++, JavaScript, Adaptability, Java, SQL, Big Data",6,0,10,11,9,1
"Big Data, Communication, CSS, Java, JavaScript",5,0,8,15,9,1
"CSS, Leadership, Big Data, Problem-Solving, C++, Deep Learning, SQL, Cloud Computing",8,1,5,19,5,1
"AI, Big Data, Creativity, CSS, Machine Learning, C++, Data Science, Problem-Solving, Project Management",9,3,7,14,9,1
"CSS, Project Management, Cloud Computing, Machine Learning, C++, Teamwork, Python, Big Data",8,2,5,0,5,0
"Machine Learning, Java, Data Science, JavaScript, Python, Project Management, C++, Communication, Problem-Solving, Cloud Computing",10,3,6,11,5,1
"Machine Learning, Leadership, Communication, Python, Time Management",5,3,6,14,9,1
"Adaptability, Problem-Solving, Machine Learning, HTML, Big Data, Python, Teamwork, Cloud Computing",8,2,8,5,9,1
"Leadership, JavaScript, Communication, SQL, Machine Learning, Adaptability, Python, HTML, Time Management, C++",10,3,7,12,7,1
"Project Management, HTML, Problem-Solving, Python, Time Management, Creativity, Communication, Cloud Computing",8,1,10,3,5,0
"Leadership, Cloud Computing, Python, CSS, Teamwork, Data Science, JavaScript",7,3,10,5,9,1
"HTML, Cloud Computing, Machine Learning, C++, Deep Learning, JavaScript, Creativity, Time Management, Adaptability",9,1,8,16,10,1
"SQL, JavaScript, Time Management, Leadership, AI, Cloud Computing, Python, Machine Learning",8,4,8,19,7,1
"Cloud Computing, Adaptability, Project Management, HTML, Data Science",5,1,6,15,5,1
"CSS, Time Management, Python, Problem-Solving, Adaptability, Cloud Computing, JavaScript, HTML",8,1,8,0,9,0
"Teamwork, Machine Learning, Time Management, HTML, Problem-Solving, Data Science, Creativity",7,2,6,6,7,1
"HTML, Project Management, Teamwork, Deep Learning, C++, Cloud Computing, Data Science, AI, Time Management, SQL",10,2,10,6,10,1
"Adaptability, Problem-Solving, C++, Teamwork, Leadership",5,1,5,6,9,1
"Java, Project Management, Deep Learning, Adaptability, Data Science, Cloud Computing, Machine Learning, Time Management, AI",9,3,9,7,10,1
"AI, Machine Learning, HTML, JavaScript, Problem-Solving, Project Management",6,2,9,19,10,1
"Project Management, HTML, Problem-Solving, Data Science, Time Management, Teamwork, Adaptability, Cloud Computing, Big Data",9,1,5,11,7,1
"Time Management, Creativity, Project Management, HTML, Deep Learning, Big Data, Problem-Solving",7,0,6,13,7,1
"C++, Project Management, Leadership, Teamwork, Time Management, CSS, Problem-Solving, Cloud Computing, SQL, JavaScript",10,1,5,4,10,1
"Adaptability, Deep Learning, SQL, Java, Time Management, Project Management, JavaScript, C++, Leadership, Cloud Computing",10,1,8,3,5,0
"Project Management, C++, Data Science, Problem-Solving, CSS, SQL, Creativity, Big Data, Leadership, JavaScript",10,2,8,1,7,1
"Big Data, Creativity, Machine Learning, Python, JavaScript, HTML, Deep Learning, C++, Data Science, Java",10,3,10,11,10,1
"AI, Communication, Machine Learning, Problem-Solving, SQL",5,2,5,0,10,0
"Deep Learning, HTML, Time Management, Creativity, C++, CSS, Java, Communication, Teamwork",9,0,5,2,5,0
"Time Management, Deep Learning, C++, Creativity, HTML",5,0,9,13,10,1
"Python, Leadership, Data Science, JavaScript, Communication, Project Management, Java, Time Management",8,3,8,15,10,1
"Java, Data Science, Big Data, Deep Learning, SQL, JavaScript",6,1,5,19,7,1
"Deep Learning, Data Science, C++, Teamwork, Python, HTML, Cloud Computing, Big Data",8,2,7,15,10,1
"JavaScript, Leadership, Cloud Computing, Time Management, Teamwork, Problem-Solving",6,1,8,12,5,1
"Python, Adaptability, Java, Machine Learning, Problem-Solving, SQL, Data Science, Communication",8,3,6,17,10,1
"Python, HTML, JavaScript, AI, Data Science, Project Management, Deep Learning, Problem-Solving, Communication",9,3,8,12,10,1
"Deep Learning, Cloud Computing, HTML, Time Management, Machine Learning, Creativity, Java",7,1,7,4,10,1
"Adaptability, Problem-Solving, Machine Learning, Teamwork, AI, CSS, Big Data, Communication, HTML",9,2,10,12,7,1
"SQL, HTML, C++, Teamwork, Leadership, AI, Deep Learning, JavaScript, Problem-Solving, Data Science",10,3,6,2,9,1
"AI, Problem-Solving, SQL, CSS, Teamwork, Communication, Creativity, HTML, C++",9,1,5,10,5,1
"Creativity, Data Science, HTML, Java, AI, Adaptability, Time Management, SQL, Leadership",9,3,6,3,5,0
"JavaScript, Time Management, Adaptability, Problem-Solving, Creativity, Big Data, Teamwork, AI, CSS",9,1,6,20,7,1
"Creativity, C++, Problem-Solving, CSS, Project Management, Java, SQL, Big Data, Leadership, Deep Learning",10,1,7,0,9,1
"Java, CSS, Machine Learning, Adaptability, C++",5,1,9,20,5,1
"Deep Learning, Adaptability, Problem-Solving, C++, SQL, AI",6,1,8,11,5,1
"C++, CSS, Deep Learning, HTML, SQL, Adaptability, Cloud Computing, Creativity, Teamwork",9,0,10,12,10,1
"HTML, Java, Problem-Solving, CSS, Communication, Data Science, JavaScript, Teamwork, Deep Learning, Cloud Computing",10,1,8,12,9,1
"Cloud Computing, AI, CSS, Python, C++, Deep Learning, Big Data, Machine Learning, HTML",9,3,5,8,7,1
"Data Science, Machine Learning, Creativity, C++, Big Data, Time Management, SQL, AI, JavaScript, CSS",10,3,8,1,5,0
"CSS, Creativity, Big Data, SQL, Cloud Computing, Teamwork",6,0,9,16,7,1
"SQL, Teamwork, HTML, CSS, Cloud Computing, Data Science, C++, Creativity, Problem-Solving, Leadership",10,2,5,8,5,1
"JavaScript, Cloud Computing, Data Science, Machine Learning, Communication, Adaptability, Big Data, Project Management, Creativity, AI",10,3,8,4,5,1
"Cloud Computing, Big Data, AI, Python, Communication, Java",6,2,9,3,9,1
"Data Science, Adaptability, Time Management, HTML, Problem-Solving, Communication, SQL",7,1,7,2,10,1
"Teamwork, Communication, Problem-Solving, Java, Deep Learning, Leadership, SQL",7,1,5,3,7,0
"Teamwork, SQL, Leadership, Time Management, HTML",5,1,10,19,7,1
"SQL, Time Management, HTML, Teamwork, Java",5,0,5,16,7,1
"Teamwork, Deep Learning, Communication, Machine Learning, Problem-Solving, Project Management, Time Management, Java",8,1,7,20,9,1
